conditionID	fold	fit_rep	model	lmax	nmixt	ncat	seed	infile	outfile	cmd
cond04	4	8	mmm	2	-1	4	47333	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond04/cond04-train4.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond04/cond04-train4.08.json.gz --lmax 2 --ncat 4 --seed 47333 -q
cond04	4	9	mmm	2	-1	4	14812	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond04/cond04-train4.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond04/cond04-train4.09.json.gz --lmax 2 --ncat 4 --seed 14812 -q
cond04	4	10	mmm	2	-1	4	25159	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond04/cond04-train4.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond04/cond04-train4.10.json.gz --lmax 2 --ncat 4 --seed 25159 -q
cond04	5	1	mmm	2	-1	4	2083	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond04/cond04-train5.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond04/cond04-train5.01.json.gz --lmax 2 --ncat 4 --seed 2083 -q
cond04	5	2	mmm	2	-1	4	48193	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond04/cond04-train5.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond04/cond04-train5.02.json.gz --lmax 2 --ncat 4 --seed 48193 -q
cond04	5	3	mmm	2	-1	4	36295	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond04/cond04-train5.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond04/cond04-train5.03.json.gz --lmax 2 --ncat 4 --seed 36295 -q
cond04	5	4	mmm	2	-1	4	57232	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond04/cond04-train5.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond04/cond04-train5.04.json.gz --lmax 2 --ncat 4 --seed 57232 -q
cond04	5	5	mmm	2	-1	4	37078	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond04/cond04-train5.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond04/cond04-train5.05.json.gz --lmax 2 --ncat 4 --seed 37078 -q
cond04	5	6	mmm	2	-1	4	26921	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond04/cond04-train5.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond04/cond04-train5.06.json.gz --lmax 2 --ncat 4 --seed 26921 -q
cond04	5	7	mmm	2	-1	4	27077	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond04/cond04-train5.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond04/cond04-train5.07.json.gz --lmax 2 --ncat 4 --seed 27077 -q
cond04	5	8	mmm	2	-1	4	83	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond04/cond04-train5.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond04/cond04-train5.08.json.gz --lmax 2 --ncat 4 --seed 83 -q
cond04	5	9	mmm	2	-1	4	44691	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond04/cond04-train5.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond04/cond04-train5.09.json.gz --lmax 2 --ncat 4 --seed 44691 -q
cond04	5	10	mmm	2	-1	4	1464	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond04/cond04-train5.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond04/cond04-train5.10.json.gz --lmax 2 --ncat 4 --seed 1464 -q
cond05	1	1	mmm	2	-1	5	53939	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond05/cond05-train1.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond05/cond05-train1.01.json.gz --lmax 2 --ncat 5 --seed 53939 -q
cond05	1	2	mmm	2	-1	5	47122	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond05/cond05-train1.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond05/cond05-train1.02.json.gz --lmax 2 --ncat 5 --seed 47122 -q
cond05	1	3	mmm	2	-1	5	56955	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond05/cond05-train1.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond05/cond05-train1.03.json.gz --lmax 2 --ncat 5 --seed 56955 -q
cond05	1	4	mmm	2	-1	5	16413	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond05/cond05-train1.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond05/cond05-train1.04.json.gz --lmax 2 --ncat 5 --seed 16413 -q
cond05	1	5	mmm	2	-1	5	32719	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond05/cond05-train1.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond05/cond05-train1.05.json.gz --lmax 2 --ncat 5 --seed 32719 -q
cond05	1	6	mmm	2	-1	5	43334	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond05/cond05-train1.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond05/cond05-train1.06.json.gz --lmax 2 --ncat 5 --seed 43334 -q
cond05	1	7	mmm	2	-1	5	37906	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond05/cond05-train1.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond05/cond05-train1.07.json.gz --lmax 2 --ncat 5 --seed 37906 -q
cond05	1	8	mmm	2	-1	5	64224	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond05/cond05-train1.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond05/cond05-train1.08.json.gz --lmax 2 --ncat 5 --seed 64224 -q
cond05	1	9	mmm	2	-1	5	60015	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond05/cond05-train1.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond05/cond05-train1.09.json.gz --lmax 2 --ncat 5 --seed 60015 -q
cond05	1	10	mmm	2	-1	5	32260	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond05/cond05-train1.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond05/cond05-train1.10.json.gz --lmax 2 --ncat 5 --seed 32260 -q
cond05	2	1	mmm	2	-1	5	24003	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond05/cond05-train2.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond05/cond05-train2.01.json.gz --lmax 2 --ncat 5 --seed 24003 -q
cond05	2	2	mmm	2	-1	5	38574	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond05/cond05-train2.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond05/cond05-train2.02.json.gz --lmax 2 --ncat 5 --seed 38574 -q
cond05	2	3	mmm	2	-1	5	2635	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond05/cond05-train2.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond05/cond05-train2.03.json.gz --lmax 2 --ncat 5 --seed 2635 -q
cond05	2	4	mmm	2	-1	5	53876	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond05/cond05-train2.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond05/cond05-train2.04.json.gz --lmax 2 --ncat 5 --seed 53876 -q
cond05	2	5	mmm	2	-1	5	25814	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond05/cond05-train2.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond05/cond05-train2.05.json.gz --lmax 2 --ncat 5 --seed 25814 -q
cond05	2	6	mmm	2	-1	5	2201	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond05/cond05-train2.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond05/cond05-train2.06.json.gz --lmax 2 --ncat 5 --seed 2201 -q
cond05	2	7	mmm	2	-1	5	55510	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond05/cond05-train2.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond05/cond05-train2.07.json.gz --lmax 2 --ncat 5 --seed 55510 -q
cond05	2	8	mmm	2	-1	5	32383	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond05/cond05-train2.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond05/cond05-train2.08.json.gz --lmax 2 --ncat 5 --seed 32383 -q
cond05	2	9	mmm	2	-1	5	40186	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond05/cond05-train2.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond05/cond05-train2.09.json.gz --lmax 2 --ncat 5 --seed 40186 -q
cond05	2	10	mmm	2	-1	5	1184	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond05/cond05-train2.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond05/cond05-train2.10.json.gz --lmax 2 --ncat 5 --seed 1184 -q
cond05	3	1	mmm	2	-1	5	36162	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond05/cond05-train3.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond05/cond05-train3.01.json.gz --lmax 2 --ncat 5 --seed 36162 -q
cond05	3	2	mmm	2	-1	5	54933	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond05/cond05-train3.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond05/cond05-train3.02.json.gz --lmax 2 --ncat 5 --seed 54933 -q
cond05	3	3	mmm	2	-1	5	49155	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond05/cond05-train3.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond05/cond05-train3.03.json.gz --lmax 2 --ncat 5 --seed 49155 -q
cond05	3	4	mmm	2	-1	5	44453	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond05/cond05-train3.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond05/cond05-train3.04.json.gz --lmax 2 --ncat 5 --seed 44453 -q
cond05	3	5	mmm	2	-1	5	11468	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond05/cond05-train3.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond05/cond05-train3.05.json.gz --lmax 2 --ncat 5 --seed 11468 -q
cond05	3	6	mmm	2	-1	5	1243	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond05/cond05-train3.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond05/cond05-train3.06.json.gz --lmax 2 --ncat 5 --seed 1243 -q
cond05	3	7	mmm	2	-1	5	37332	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond05/cond05-train3.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond05/cond05-train3.07.json.gz --lmax 2 --ncat 5 --seed 37332 -q
cond05	3	8	mmm	2	-1	5	18287	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond05/cond05-train3.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond05/cond05-train3.08.json.gz --lmax 2 --ncat 5 --seed 18287 -q
cond05	3	9	mmm	2	-1	5	42510	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond05/cond05-train3.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond05/cond05-train3.09.json.gz --lmax 2 --ncat 5 --seed 42510 -q
cond05	3	10	mmm	2	-1	5	4819	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond05/cond05-train3.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond05/cond05-train3.10.json.gz --lmax 2 --ncat 5 --seed 4819 -q
cond05	4	1	mmm	2	-1	5	45350	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond05/cond05-train4.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond05/cond05-train4.01.json.gz --lmax 2 --ncat 5 --seed 45350 -q
cond05	4	2	mmm	2	-1	5	24216	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond05/cond05-train4.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond05/cond05-train4.02.json.gz --lmax 2 --ncat 5 --seed 24216 -q
cond05	4	3	mmm	2	-1	5	35683	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond05/cond05-train4.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond05/cond05-train4.03.json.gz --lmax 2 --ncat 5 --seed 35683 -q
cond05	4	4	mmm	2	-1	5	4591	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond05/cond05-train4.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond05/cond05-train4.04.json.gz --lmax 2 --ncat 5 --seed 4591 -q
cond05	4	5	mmm	2	-1	5	17436	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond05/cond05-train4.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond05/cond05-train4.05.json.gz --lmax 2 --ncat 5 --seed 17436 -q
cond05	4	6	mmm	2	-1	5	62398	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond05/cond05-train4.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond05/cond05-train4.06.json.gz --lmax 2 --ncat 5 --seed 62398 -q
cond05	4	7	mmm	2	-1	5	61153	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond05/cond05-train4.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond05/cond05-train4.07.json.gz --lmax 2 --ncat 5 --seed 61153 -q
cond05	4	8	mmm	2	-1	5	36489	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond05/cond05-train4.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond05/cond05-train4.08.json.gz --lmax 2 --ncat 5 --seed 36489 -q
cond05	4	9	mmm	2	-1	5	2211	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond05/cond05-train4.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond05/cond05-train4.09.json.gz --lmax 2 --ncat 5 --seed 2211 -q
cond05	4	10	mmm	2	-1	5	61706	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond05/cond05-train4.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond05/cond05-train4.10.json.gz --lmax 2 --ncat 5 --seed 61706 -q
cond05	5	1	mmm	2	-1	5	54388	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond05/cond05-train5.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond05/cond05-train5.01.json.gz --lmax 2 --ncat 5 --seed 54388 -q
cond05	5	2	mmm	2	-1	5	42939	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond05/cond05-train5.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond05/cond05-train5.02.json.gz --lmax 2 --ncat 5 --seed 42939 -q
cond05	5	3	mmm	2	-1	5	25281	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond05/cond05-train5.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond05/cond05-train5.03.json.gz --lmax 2 --ncat 5 --seed 25281 -q
cond05	5	4	mmm	2	-1	5	63930	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond05/cond05-train5.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond05/cond05-train5.04.json.gz --lmax 2 --ncat 5 --seed 63930 -q
cond05	5	5	mmm	2	-1	5	18339	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond05/cond05-train5.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond05/cond05-train5.05.json.gz --lmax 2 --ncat 5 --seed 18339 -q
cond05	5	6	mmm	2	-1	5	10089	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond05/cond05-train5.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond05/cond05-train5.06.json.gz --lmax 2 --ncat 5 --seed 10089 -q
cond05	5	7	mmm	2	-1	5	43163	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond05/cond05-train5.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond05/cond05-train5.07.json.gz --lmax 2 --ncat 5 --seed 43163 -q
cond05	5	8	mmm	2	-1	5	29764	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond05/cond05-train5.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond05/cond05-train5.08.json.gz --lmax 2 --ncat 5 --seed 29764 -q
cond05	5	9	mmm	2	-1	5	22142	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond05/cond05-train5.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond05/cond05-train5.09.json.gz --lmax 2 --ncat 5 --seed 22142 -q
cond05	5	10	mmm	2	-1	5	58646	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond05/cond05-train5.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond05/cond05-train5.10.json.gz --lmax 2 --ncat 5 --seed 58646 -q
cond06	1	1	mmm	2	-1	6	13762	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond06/cond06-train1.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond06/cond06-train1.01.json.gz --lmax 2 --ncat 6 --seed 13762 -q
cond06	1	2	mmm	2	-1	6	5882	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond06/cond06-train1.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond06/cond06-train1.02.json.gz --lmax 2 --ncat 6 --seed 5882 -q
